k		corr_k
0		1.000000
100		0.962310
200		0.926919
300		0.895412
400		0.866113
500		0.840029
600		0.814731
700		0.790904
800		0.768927
900		0.749100
1000		0.731265
1100		0.714255
1200		0.697552
1300		0.682148
1400		0.667608
1500		0.652663
1600		0.638540
1700		0.624614
1800		0.612261
1900		0.600609
2000		0.589083
2100		0.578393
2200		0.567696
2300		0.556967
2400		0.546505
2500		0.535544
2600		0.524537
2700		0.514736
2800		0.505596
2900		0.497351
3000		0.489794
3100		0.483221
3200		0.477026
3300		0.470274
3400		0.463402
3500		0.456854
3600		0.450444
3700		0.443417
3800		0.436846
3900		0.431190
4000		0.426729
4100		0.422807
4200		0.419443
4300		0.415322
4400		0.411539
4500		0.406966
4600		0.401628
4700		0.395817
4800		0.389950
4900		0.383036
5000		0.375200
5100		0.368594
5200		0.362325
5300		0.355949
5400		0.350122
5500		0.345056
5600		0.341283
5700		0.337934
5800		0.334520
5900		0.330989
6000		0.327875
6100		0.325007
6200		0.323266
6300		0.321426
6400		0.318987
6500		0.315726
6600		0.311917
6700		0.308917
6800		0.305058
6900		0.300975
7000		0.296494
7100		0.292319
7200		0.288755
7300		0.285459
7400		0.282203
7500		0.277884
7600		0.273954
7700		0.271239
7800		0.268691
7900		0.266247
8000		0.263624
8100		0.261106
8200		0.258846
8300		0.256154
8400		0.253528
8500		0.250750
8600		0.248105
8700		0.245426
8800		0.243562
8900		0.241822
9000		0.240653
9100		0.238868
9200		0.236398
9300		0.234405
9400		0.231650
9500		0.228433
9600		0.225329
9700		0.222272
9800		0.219533
9900		0.217227
10000		0.215496
10100		0.213416
10200		0.211139
10300		0.209555
10400		0.208488
10500		0.207915
10600		0.207594
10700		0.205797
10800		0.203769
10900		0.201929
11000		0.201254
11100		0.198863
11200		0.195935
11300		0.193468
11400		0.191190
11500		0.189153
11600		0.187640
11700		0.185966
11800		0.184363
11900		0.182726
12000		0.181678
12100		0.180716
12200		0.178754
12300		0.178056
12400		0.177808
12500		0.177707
12600		0.177507
12700		0.177242
12800		0.176887
12900		0.176361
13000		0.175903
13100		0.175231
13200		0.174283
13300		0.172935
13400		0.172105
13500		0.170019
13600		0.168406
13700		0.166550
13800		0.164187
13900		0.162318
14000		0.161262
14100		0.160350
14200		0.159271
14300		0.158518
14400		0.157827
14500		0.156874
14600		0.155960
14700		0.155392
14800		0.155525
14900		0.156480
15000		0.157427
15100		0.156923
15200		0.156120
15300		0.154854
15400		0.153564
15500		0.152479
15600		0.151424
15700		0.150463
15800		0.149851
15900		0.148768
16000		0.147745
16100		0.146749
16200		0.144278
16300		0.142300
16400		0.141004
16500		0.140084
16600		0.140331
16700		0.140437
16800		0.140031
16900		0.139522
17000		0.139909
17100		0.139630
17200		0.138759
17300		0.138635
17400		0.138399
17500		0.137992
17600		0.138513
17700		0.139134
17800		0.139429
17900		0.139565
18000		0.138894
18100		0.138756
18200		0.139058
18300		0.139990
18400		0.140663
18500		0.141899
18600		0.143144
18700		0.144504
18800		0.146854
18900		0.148488
19000		0.150115
19100		0.152869
19200		0.155792
19300		0.158964
19400		0.162113
19500		0.164494
19600		0.166079
19700		0.167126
19800		0.167572
19900		0.166890
20000		0.166023
20100		0.164054
20200		0.161451
20300		0.159391
20400		0.158376
20500		0.158441
20600		0.158433
20700		0.157928
20800		0.156392
20900		0.155201
21000		0.155100
21100		0.155066
21200		0.155080
21300		0.154063
21400		0.152464
21500		0.152375
21600		0.152739
21700		0.153806
21800		0.154517
21900		0.154723
22000		0.154907
22100		0.154584
22200		0.153416
22300		0.152640
22400		0.150946
22500		0.148761
22600		0.147525
22700		0.146691
22800		0.145299
22900		0.144054
23000		0.143565
23100		0.142979
23200		0.142129
23300		0.141541
23400		0.141050
23500		0.139856
23600		0.138215
23700		0.137156
23800		0.136764
23900		0.138094
24000		0.140466
24100		0.142671
24200		0.145034
24300		0.147199
24400		0.148449
24500		0.148554
24600		0.148174
24700		0.147492
24800		0.146464
24900		0.146723
25000		0.147398
25100		0.148036
25200		0.148361
25300		0.148649
25400		0.148677
25500		0.147412
25600		0.144782
25700		0.142219
25800		0.139128
25900		0.137272
26000		0.136319
26100		0.135540
26200		0.133759
26300		0.131685
26400		0.129579
26500		0.126939
26600		0.124374
26700		0.121799
26800		0.119326
26900		0.116941
27000		0.115011
27100		0.113385
27200		0.112103
27300		0.110209
27400		0.108682
27500		0.107080
27600		0.105131
27700		0.103516
27800		0.102011
27900		0.101271
28000		0.100341
28100		0.100354
28200		0.101189
28300		0.102033
28400		0.103404
28500		0.104569
28600		0.105578
28700		0.106291
28800		0.106895
28900		0.107475
29000		0.107529
29100		0.107571
29200		0.108502
29300		0.109259
29400		0.108632
29500		0.107797
29600		0.106539
29700		0.104890
29800		0.102534
29900		0.100269
30000		0.098684
30100		0.098201
30200		0.099286
30300		0.100875
30400		0.102587
30500		0.103216
30600		0.104621
30700		0.106594
30800		0.109521
30900		0.112434
31000		0.114233
31100		0.116503
31200		0.118519
31300		0.119963
31400		0.121758
31500		0.123640
31600		0.125398
31700		0.126652
31800		0.127178
31900		0.127098
32000		0.126713
32100		0.127227
32200		0.128397
32300		0.129829
32400		0.131535
32500		0.132658
32600		0.132987
32700		0.132769
32800		0.133235
32900		0.133705
33000		0.135429
33100		0.136933
33200		0.137445
33300		0.138714
33400		0.140508
33500		0.142507
33600		0.144167
33700		0.143774
33800		0.143160
33900		0.143405
34000		0.142915
34100		0.141546
34200		0.139409
34300		0.136914
34400		0.135057
34500		0.133348
34600		0.132156
34700		0.131393
34800		0.130570
34900		0.130785
35000		0.131621
35100		0.131938
35200		0.131935
35300		0.132289
35400		0.132976
35500		0.133871
35600		0.133754
35700		0.133607
35800		0.133592
35900		0.134475
36000		0.136687
36100		0.138509
36200		0.138963
36300		0.139157
36400		0.139917
36500		0.140981
36600		0.142081
36700		0.143619
36800		0.144439
36900		0.144563
37000		0.144558
37100		0.145827
37200		0.147731
37300		0.149020
37400		0.149045
37500		0.148445
37600		0.147426
37700		0.146467
37800		0.145423
37900		0.144144
38000		0.143612
38100		0.143102
38200		0.141703
38300		0.140735
38400		0.140804
38500		0.139911
38600		0.138899
38700		0.138522
38800		0.137195
38900		0.135942
39000		0.134999
39100		0.133098
39200		0.131310
39300		0.129283
39400		0.127458
39500		0.125820
39600		0.123860
39700		0.121693
39800		0.119928
39900		0.118555
40000		0.117600
40100		0.117130
40200		0.116252
40300		0.115419
40400		0.114769
40500		0.113876
40600		0.112971
40700		0.111323
40800		0.109892
40900		0.108440
41000		0.107679
41100		0.107671
41200		0.108044
41300		0.108415
41400		0.109089
41500		0.109902
41600		0.110493
41700		0.110740
41800		0.110603
41900		0.110299
42000		0.109620
42100		0.109387
42200		0.107808
42300		0.107613
42400		0.108060
42500		0.107772
42600		0.105528
42700		0.102902
42800		0.100008
42900		0.098003
43000		0.095399
43100		0.091790
43200		0.087049
43300		0.082721
43400		0.079253
43500		0.076491
43600		0.074056
43700		0.071788
43800		0.069737
43900		0.067700
44000		0.066288
44100		0.064749
44200		0.063449
44300		0.062484
44400		0.062443
44500		0.062144
44600		0.060923
44700		0.058727
44800		0.057199
44900		0.056693
45000		0.056409
45100		0.056610
45200		0.055912
45300		0.055149
45400		0.055325
45500		0.056233
45600		0.056735
45700		0.058169
45800		0.059501
45900		0.060747
46000		0.061482
46100		0.060847
46200		0.060678
46300		0.060159
46400		0.059753
46500		0.059173
46600		0.058562
46700		0.058511
46800		0.058090
46900		0.057700
47000		0.058060
47100		0.058904
47200		0.059318
47300		0.059013
47400		0.058440
47500		0.058941
47600		0.059378
47700		0.059038
47800		0.058833
47900		0.059119
48000		0.059299
48100		0.059499
48200		0.059427
48300		0.060122
48400		0.060751
48500		0.060780
48600		0.060199
48700		0.060100
48800		0.060476
48900		0.060464
49000		0.060446
49100		0.060616
49200		0.060540
49300		0.060826
49400		0.060816
49500		0.060748
49600		0.060449
49700		0.060171
49800		0.059973
49900		0.060411
50000		0.062061
50100		0.064122
50200		0.066214
50300		0.068872
50400		0.070743
50500		0.072699
50600		0.074129
50700		0.074642
50800		0.074858
50900		0.074901
51000		0.074161
51100		0.073425
51200		0.072037
51300		0.071711
51400		0.071549
51500		0.070123
51600		0.069788
51700		0.069912
51800		0.069142
51900		0.068004
52000		0.066771
52100		0.065016
52200		0.062684
52300		0.060827
52400		0.059737
52500		0.057597
52600		0.055015
52700		0.053059
52800		0.051280
52900		0.049541
53000		0.048716
53100		0.048487
53200		0.048055
53300		0.048322
53400		0.050060
53500		0.051930
53600		0.053813
53700		0.055001
53800		0.055858
53900		0.055621
54000		0.054880
54100		0.054590
54200		0.053890
54300		0.053594
54400		0.055000
54500		0.057488
54600		0.060202
54700		0.062792
54800		0.065253
54900		0.066989
55000		0.067468
55100		0.068004
55200		0.069147
55300		0.071080
55400		0.073616
55500		0.075937
55600		0.077523
55700		0.080001
55800		0.082868
55900		0.085732
56000		0.088438
56100		0.091088
56200		0.094188
56300		0.097755
56400		0.100817
56500		0.104320
56600		0.106046
56700		0.107300
56800		0.108684
56900		0.109090
57000		0.109456
57100		0.109247
57200		0.107908
57300		0.107092
57400		0.105427
57500		0.103773
57600		0.102730
57700		0.101733
57800		0.100006
57900		0.097604
58000		0.095504
58100		0.093294
58200		0.091331
58300		0.088723
58400		0.085302
58500		0.082246
58600		0.079533
58700		0.078038
58800		0.077002
58900		0.076266
59000		0.076117
59100		0.076292
59200		0.076115
59300		0.076180
59400		0.076395
59500		0.075568
59600		0.074768
59700		0.074005
59800		0.072708
59900		0.070938
60000		0.070077
60100		0.069721
60200		0.069738
60300		0.069381
60400		0.069669
60500		0.070317
60600		0.071563
60700		0.072500
60800		0.073664
60900		0.074814
61000		0.076739
61100		0.079083
61200		0.081207
61300		0.082604
61400		0.083408
61500		0.084195
61600		0.084387
61700		0.084626
61800		0.085276
61900		0.086159
62000		0.087330
62100		0.089517
62200		0.090925
62300		0.091252
62400		0.090947
62500		0.091196
62600		0.091796
62700		0.092906
62800		0.094010
62900		0.094625
63000		0.094455
63100		0.094071
63200		0.094568
63300		0.094860
63400		0.094450
63500		0.094559
63600		0.095396
63700		0.096566
63800		0.097102
63900		0.096345
64000		0.095694
64100		0.095175
64200		0.093907
64300		0.092224
64400		0.091231
64500		0.090175
64600		0.088340
64700		0.086315
64800		0.084848
64900		0.083811
65000		0.083525
65100		0.082974
65200		0.082558
65300		0.080924
65400		0.079255
65500		0.077802
65600		0.076153
65700		0.075418
65800		0.074508
65900		0.073024
66000		0.071312
66100		0.068998
66200		0.066151
66300		0.063339
66400		0.060704
66500		0.058189
66600		0.056293
66700		0.054408
66800		0.052805
66900		0.050598
67000		0.048457
67100		0.047011
67200		0.046354
67300		0.045790
67400		0.045461
67500		0.045241
67600		0.044866
67700		0.043447
67800		0.041551
67900		0.040278
68000		0.038379
68100		0.035857
68200		0.033248
68300		0.031004
68400		0.028886
68500		0.026676
68600		0.023872
68700		0.021904
68800		0.020463
68900		0.018451
69000		0.017479
69100		0.016131
69200		0.014012
69300		0.011520
69400		0.009070
69500		0.006908
69600		0.004937
69700		0.002816
69800		0.001186
69900		0.000112
70000		-0.000106
70100		-0.000290
70200		-0.001302
70300		-0.001688
70400		-0.001369
70500		-0.001642
70600		-0.001989
70700		-0.003394
