k		corr_k
0		1.000000
100		0.955044
200		0.913420
300		0.875636
400		0.839795
500		0.805775
600		0.773629
700		0.743321
800		0.715186
900		0.688342
1000		0.662146
1100		0.637791
1200		0.614252
1300		0.591621
1400		0.570260
1500		0.548873
1600		0.527311
1700		0.506896
1800		0.488153
1900		0.470481
2000		0.453319
2100		0.436903
2200		0.421128
2300		0.405930
2400		0.391151
2500		0.378179
2600		0.365449
2700		0.351926
2800		0.338887
2900		0.327058
3000		0.315683
3100		0.305303
3200		0.295705
3300		0.285608
3400		0.275701
3500		0.266604
3600		0.257717
3700		0.247440
3800		0.237672
3900		0.228433
4000		0.219440
4100		0.211138
4200		0.203164
4300		0.195671
4400		0.190435
4500		0.186403
4600		0.182641
4700		0.177596
4800		0.171999
4900		0.166324
5000		0.160747
5100		0.155306
5200		0.150467
5300		0.146146
5400		0.143237
5500		0.141383
5600		0.140090
5700		0.139511
5800		0.138986
5900		0.138474
6000		0.138307
6100		0.138282
6200		0.137516
6300		0.136492
6400		0.135867
6500		0.135376
6600		0.134606
6700		0.133220
6800		0.131156
6900		0.128380
7000		0.124391
7100		0.119874
7200		0.114658
7300		0.108492
7400		0.102105
7500		0.097224
7600		0.093517
7700		0.091150
7800		0.090051
7900		0.088928
8000		0.087468
8100		0.086259
8200		0.084452
8300		0.082562
8400		0.080900
8500		0.080302
8600		0.078762
8700		0.077178
8800		0.076925
8900		0.077760
9000		0.078020
9100		0.077881
9200		0.077431
9300		0.077171
9400		0.075954
9500		0.073910
9600		0.071008
9700		0.066593
9800		0.062471
9900		0.059236
10000		0.055148
10100		0.050605
10200		0.046159
10300		0.041046
10400		0.035999
10500		0.030768
10600		0.025980
10700		0.022238
10800		0.019096
10900		0.018301
11000		0.017762
11100		0.017508
11200		0.017429
11300		0.016972
11400		0.017521
11500		0.018658
11600		0.018990
11700		0.017850
11800		0.016762
11900		0.015738
12000		0.014606
12100		0.013520
12200		0.012579
12300		0.012841
12400		0.013499
12500		0.014546
12600		0.015828
12700		0.017069
12800		0.017888
12900		0.019426
13000		0.021528
13100		0.023416
13200		0.025091
13300		0.026478
13400		0.028082
13500		0.027920
13600		0.026903
13700		0.026045
13800		0.026696
13900		0.026868
14000		0.027166
14100		0.027335
14200		0.028065
14300		0.028319
14400		0.028221
14500		0.028913
14600		0.029739
14700		0.031533
14800		0.032773
14900		0.033404
15000		0.034107
15100		0.035402
15200		0.035832
15300		0.035092
15400		0.034509
15500		0.033735
15600		0.032803
15700		0.030622
15800		0.027337
15900		0.025176
16000		0.024443
16100		0.023791
16200		0.023206
16300		0.022324
16400		0.021286
16500		0.018969
16600		0.015320
16700		0.011287
16800		0.008763
16900		0.006440
17000		0.004220
17100		0.001771
17200		0.000443
17300		-0.001605
17400		-0.003726
17500		-0.004602
17600		-0.005337
17700		-0.005593
17800		-0.005549
17900		-0.006459
18000		-0.006383
18100		-0.006002
18200		-0.006394
18300		-0.006829
18400		-0.006356
18500		-0.006984
18600		-0.008201
18700		-0.008557
18800		-0.008200
18900		-0.008252
19000		-0.008613
19100		-0.009833
19200		-0.010490
19300		-0.012932
19400		-0.015442
19500		-0.017347
19600		-0.020373
19700		-0.023670
19800		-0.025929
19900		-0.027939
20000		-0.028888
20100		-0.028693
20200		-0.028544
20300		-0.028617
20400		-0.028882
20500		-0.028934
20600		-0.028810
20700		-0.028573
20800		-0.029045
20900		-0.029567
21000		-0.029365
21100		-0.028065
21200		-0.026529
21300		-0.024001
21400		-0.020603
21500		-0.018058
21600		-0.014773
21700		-0.010328
21800		-0.006583
21900		-0.003030
22000		-0.000542
22100		0.001559
22200		0.005378
22300		0.009497
22400		0.013414
22500		0.017404
22600		0.020834
22700		0.023535
22800		0.025757
22900		0.027246
23000		0.028758
23100		0.030251
23200		0.030029
23300		0.029285
23400		0.029611
23500		0.030511
23600		0.031924
