k		corr_k
0		1.000000
100		0.943129
200		0.890289
300		0.841325
400		0.795674
500		0.754513
600		0.716492
700		0.680246
800		0.646193
900		0.614770
1000		0.584752
1100		0.554718
1200		0.526327
1300		0.501142
1400		0.477423
1500		0.454794
1600		0.434771
1700		0.416285
1800		0.399219
1900		0.384023
2000		0.368418
2100		0.352709
2200		0.338119
2300		0.323507
2400		0.310075
2500		0.297171
2600		0.285472
2700		0.275168
2800		0.265364
2900		0.255994
3000		0.247669
3100		0.240808
3200		0.234413
3300		0.227837
3400		0.221742
3500		0.215655
3600		0.210384
3700		0.205446
3800		0.201137
3900		0.198404
4000		0.195926
4100		0.192786
4200		0.188390
4300		0.184064
4400		0.180533
4500		0.177299
4600		0.176585
4700		0.175520
4800		0.173455
4900		0.170791
5000		0.166275
5100		0.163068
5200		0.160807
5300		0.158193
5400		0.155749
5500		0.154573
5600		0.152800
5700		0.151926
5800		0.151946
5900		0.152811
6000		0.154430
6100		0.155630
6200		0.154194
6300		0.150805
6400		0.148056
6500		0.146228
6600		0.146386
6700		0.146864
6800		0.146366
6900		0.146860
7000		0.146407
7100		0.145681
7200		0.145689
7300		0.145818
7400		0.147062
7500		0.150418
7600		0.153293
7700		0.154352
7800		0.155191
7900		0.156949
8000		0.158165
8100		0.158149
8200		0.158320
8300		0.158860
8400		0.158983
8500		0.158559
8600		0.157309
8700		0.156022
8800		0.156694
8900		0.159146
9000		0.159999
9100		0.159871
9200		0.160699
9300		0.162768
9400		0.164255
9500		0.164918
9600		0.165809
9700		0.167297
9800		0.167983
9900		0.169198
10000		0.170254
10100		0.170753
10200		0.171739
10300		0.172659
10400		0.174432
10500		0.175666
10600		0.177084
10700		0.179124
10800		0.181109
10900		0.182241
11000		0.182288
11100		0.183076
11200		0.183874
11300		0.184716
11400		0.185913
11500		0.185903
11600		0.186744
11700		0.187342
11800		0.188586
11900		0.190258
12000		0.192030
12100		0.195311
12200		0.197734
12300		0.200332
12400		0.201888
12500		0.202725
12600		0.204141
12700		0.206550
12800		0.207213
12900		0.207621
13000		0.207817
13100		0.207266
13200		0.206086
13300		0.205720
13400		0.204204
13500		0.203353
13600		0.201714
13700		0.200482
13800		0.199038
13900		0.198150
14000		0.196555
14100		0.197145
14200		0.196997
14300		0.196557
14400		0.196262
14500		0.197101
14600		0.198384
14700		0.199069
14800		0.198308
14900		0.196574
15000		0.193468
15100		0.190194
15200		0.188499
15300		0.186499
15400		0.183717
15500		0.182568
15600		0.183541
15700		0.187260
15800		0.190443
15900		0.193204
16000		0.194625
16100		0.195197
16200		0.194966
16300		0.194930
16400		0.195351
16500		0.195171
16600		0.194733
16700		0.193681
16800		0.194016
16900		0.194100
17000		0.193977
17100		0.193003
17200		0.190898
17300		0.189226
17400		0.188005
17500		0.186224
17600		0.183097
17700		0.180048
17800		0.177001
17900		0.174392
18000		0.173837
18100		0.173058
18200		0.172826
18300		0.173425
18400		0.175002
18500		0.177531
18600		0.180521
18700		0.182933
18800		0.183062
18900		0.183068
19000		0.184267
19100		0.185000
19200		0.184486
19300		0.183554
19400		0.180932
19500		0.178267
19600		0.176858
19700		0.176149
19800		0.175143
19900		0.172887
20000		0.172240
20100		0.171444
20200		0.171173
20300		0.171340
20400		0.171482
20500		0.171649
20600		0.171597
20700		0.172318
20800		0.173327
20900		0.173784
21000		0.173914
21100		0.174631
21200		0.175997
21300		0.177197
21400		0.177885
21500		0.177576
21600		0.176917
21700		0.176782
21800		0.177174
21900		0.176410
22000		0.175450
22100		0.174404
22200		0.175009
22300		0.175265
22400		0.176033
