k		corr_k
0		1.000000
10		0.990629
20		0.981485
30		0.972464
40		0.963522
50		0.954856
60		0.946312
70		0.937910
80		0.929605
90		0.921351
100		0.913131
110		0.905027
120		0.897021
130		0.889040
140		0.881062
150		0.873133
160		0.865340
170		0.857597
180		0.849951
190		0.842307
200		0.834729
210		0.827192
220		0.819819
230		0.812496
240		0.805308
250		0.798216
260		0.791190
270		0.784349
280		0.777553
290		0.770744
300		0.763851
310		0.757028
320		0.750381
330		0.743908
340		0.737553
350		0.731178
360		0.724952
370		0.718820
380		0.712754
390		0.706798
400		0.700986
410		0.695239
420		0.689449
430		0.683832
440		0.678276
450		0.672908
460		0.667573
470		0.662370
480		0.657204
490		0.652109
500		0.647156
510		0.642337
520		0.637530
530		0.632777
540		0.628122
550		0.623463
560		0.618838
570		0.614307
580		0.609879
590		0.605398
600		0.601020
610		0.596597
620		0.592133
630		0.587754
640		0.583462
650		0.579233
660		0.574996
670		0.570770
680		0.566562
690		0.562495
700		0.558461
710		0.554307
720		0.550146
730		0.546038
740		0.541945
750		0.537929
760		0.533864
770		0.529863
780		0.525967
790		0.521936
800		0.517963
810		0.513928
820		0.510007
830		0.506049
840		0.502018
850		0.497995
860		0.494024
870		0.490063
880		0.486237
890		0.482342
900		0.478517
910		0.474704
920		0.470890
930		0.467179
940		0.463497
950		0.459754
960		0.456068
970		0.452437
980		0.448940
990		0.445403
1000		0.441947
1010		0.438527
1020		0.435156
1030		0.431838
1040		0.428491
1050		0.425148
1060		0.421871
1070		0.418628
1080		0.415430
1090		0.412289
1100		0.409191
1110		0.406112
1120		0.403109
1130		0.400141
1140		0.397187
1150		0.394365
1160		0.391607
1170		0.388878
1180		0.386185
1190		0.383502
1200		0.380813
1210		0.378252
1220		0.375743
1230		0.373217
1240		0.370756
1250		0.368311
1260		0.365876
1270		0.363555
1280		0.361265
1290		0.359006
1300		0.356840
1310		0.354708
1320		0.352570
1330		0.350489
1340		0.348449
1350		0.346408
1360		0.344358
1370		0.342257
1380		0.340168
1390		0.338062
1400		0.335992
1410		0.333998
1420		0.332052
1430		0.330094
1440		0.328177
1450		0.326268
1460		0.324307
1470		0.322316
1480		0.320331
1490		0.318383
1500		0.316318
1510		0.314232
1520		0.312177
1530		0.310211
1540		0.308237
1550		0.306286
1560		0.304454
1570		0.302720
1580		0.301012
1590		0.299370
1600		0.297718
1610		0.295958
1620		0.294168
1630		0.292470
1640		0.290759
1650		0.289077
1660		0.287308
1670		0.285620
1680		0.283909
1690		0.282160
1700		0.280363
1710		0.278520
1720		0.276757
1730		0.274984
1740		0.273220
1750		0.271456
1760		0.269732
1770		0.267989
1780		0.266327
