k		corr_k
0		1.000000
10		0.976092
20		0.952603
30		0.929776
40		0.907495
50		0.885942
60		0.865122
70		0.844820
80		0.825033
90		0.805677
100		0.786680
110		0.767846
120		0.749413
130		0.731508
140		0.714150
150		0.697188
160		0.680791
170		0.664911
180		0.649420
190		0.634138
200		0.619210
210		0.604743
220		0.590790
230		0.577195
240		0.563861
250		0.550663
260		0.537778
270		0.525249
280		0.513069
290		0.501040
300		0.489161
310		0.477594
320		0.466358
330		0.455149
340		0.444072
350		0.433059
360		0.422414
370		0.412203
380		0.402315
390		0.392774
400		0.383299
410		0.374079
420		0.365061
430		0.356278
440		0.347784
450		0.339459
460		0.331493
470		0.323567
480		0.315807
490		0.308360
500		0.301122
510		0.293989
520		0.287034
530		0.280084
540		0.273226
550		0.266714
560		0.260555
570		0.254616
580		0.248923
590		0.243374
600		0.238129
610		0.232843
620		0.227688
630		0.222637
640		0.217926
650		0.213264
660		0.208598
670		0.204095
680		0.199907
690		0.195897
700		0.192152
710		0.188690
720		0.185296
730		0.181929
740		0.178564
750		0.175272
760		0.171895
770		0.168677
780		0.165264
790		0.161890
800		0.158702
810		0.155570
820		0.152361
830		0.149145
840		0.145894
850		0.142718
860		0.139805
870		0.136874
880		0.133897
890		0.131047
900		0.128146
910		0.125180
920		0.122252
930		0.119261
940		0.116151
950		0.113105
960		0.110074
970		0.107070
980		0.104330
990		0.101833
1000		0.099508
1010		0.097116
1020		0.094858
1030		0.092469
1040		0.090093
1050		0.087636
1060		0.085053
1070		0.082517
1080		0.079855
1090		0.077247
1100		0.074602
1110		0.072052
1120		0.069646
1130		0.067414
1140		0.065094
1150		0.062877
1160		0.060701
1170		0.058643
1180		0.056805
1190		0.055095
1200		0.053504
1210		0.052004
1220		0.050746
1230		0.049574
1240		0.048367
1250		0.047124
1260		0.045986
1270		0.044947
1280		0.043766
1290		0.042801
1300		0.042288
1310		0.041863
1320		0.041270
1330		0.040734
1340		0.040080
1350		0.039436
1360		0.038887
1370		0.038423
1380		0.037888
1390		0.037216
1400		0.036500
1410		0.035703
1420		0.034752
1430		0.033742
1440		0.032736
1450		0.031742
1460		0.031006
1470		0.030239
1480		0.029676
1490		0.029278
1500		0.029130
1510		0.029100
1520		0.029068
1530		0.029211
1540		0.029391
1550		0.029601
1560		0.029871
1570		0.030123
1580		0.030214
1590		0.030373
1600		0.030608
1610		0.030981
1620		0.031400
1630		0.031741
1640		0.032089
1650		0.032364
1660		0.032681
1670		0.033100
1680		0.033420
1690		0.033648
1700		0.033819
1710		0.033826
1720		0.033683
1730		0.033546
1740		0.033604
1750		0.033706
1760		0.033654
1770		0.033544
1780		0.033475
1790		0.033263
1800		0.032979
1810		0.032689
1820		0.032457
1830		0.032227
1840		0.031803
1850		0.031400
1860		0.031131
1870		0.030956
1880		0.030879
1890		0.030844
1900		0.030615
1910		0.030282
1920		0.029994
1930		0.029630
1940		0.029269
1950		0.028871
1960		0.028681
1970		0.028416
1980		0.027826
1990		0.027189
2000		0.026557
2010		0.025960
2020		0.025460
2030		0.025044
2040		0.024535
