k		corr_k
0		1.000000
10		0.996294
20		0.993082
30		0.990036
40		0.987185
50		0.984396
60		0.981642
70		0.978913
80		0.976263
90		0.973668
100		0.970998
110		0.968399
120		0.965801
130		0.963209
140		0.960709
150		0.958231
160		0.955724
170		0.953285
180		0.950891
190		0.948511
200		0.946162
210		0.943854
220		0.941482
230		0.939326
240		0.937109
250		0.934939
260		0.932829
270		0.930710
280		0.928675
290		0.926630
300		0.924618
310		0.922639
320		0.920621
330		0.918586
340		0.916572
350		0.914661
360		0.912726
370		0.910802
380		0.908890
390		0.906910
400		0.905042
410		0.903160
420		0.901346
430		0.899517
440		0.897724
450		0.895900
460		0.894097
470		0.892319
480		0.890600
490		0.888901
500		0.887169
510		0.885454
520		0.883751
530		0.882054
540		0.880412
550		0.878742
560		0.877064
570		0.875445
580		0.873889
590		0.872249
600		0.870655
610		0.869100
620		0.867581
630		0.866066
640		0.864512
650		0.862950
660		0.861477
670		0.860081
680		0.858651
690		0.857182
700		0.855822
710		0.854435
720		0.853085
730		0.851708
740		0.850361
750		0.849045
760		0.847703
770		0.846417
780		0.845059
790		0.843762
800		0.842477
810		0.841240
820		0.839922
830		0.838688
840		0.837474
850		0.836318
860		0.835127
870		0.834003
880		0.832874
890		0.831710
900		0.830579
910		0.829453
920		0.828325
930		0.827234
940		0.826200
950		0.825162
960		0.824136
970		0.823150
980		0.822074
990		0.821000
1000		0.819940
1010		0.818935
1020		0.817895
1030		0.816841
1040		0.815849
1050		0.814829
1060		0.813835
1070		0.812733
1080		0.811814
1090		0.810853
1100		0.809792
1110		0.808807
1120		0.807807
1130		0.806839
1140		0.805890
1150		0.804901
1160		0.803916
1170		0.802910
1180		0.801954
1190		0.801003
1200		0.800072
1210		0.799151
1220		0.798286
1230		0.797393
1240		0.796505
1250		0.795755
1260		0.794944
1270		0.794059
1280		0.793202
1290		0.792407
1300		0.791549
1310		0.790818
1320		0.790003
1330		0.789133
1340		0.788373
1350		0.787592
1360		0.786815
1370		0.786077
1380		0.785322
1390		0.784547
1400		0.783845
1410		0.783128
1420		0.782345
1430		0.781608
1440		0.780904
1450		0.780176
1460		0.779426
1470		0.778735
1480		0.778012
1490		0.777335
1500		0.776695
1510		0.776070
1520		0.775397
1530		0.774734
1540		0.774063
1550		0.773357
1560		0.772687
1570		0.771994
1580		0.771286
1590		0.770645
1600		0.769973
1610		0.769284
1620		0.768676
1630		0.767959
1640		0.767269
1650		0.766639
1660		0.766017
1670		0.765361
1680		0.764745
1690		0.764171
1700		0.763605
1710		0.763004
1720		0.762387
1730		0.761821
1740		0.761297
1750		0.760762
1760		0.760212
1770		0.759681
1780		0.759162
1790		0.758656
1800		0.758109
1810		0.757619
1820		0.757095
1830		0.756595
1840		0.756157
1850		0.755703
1860		0.755209
1870		0.754690
1880		0.754260
1890		0.753779
1900		0.753371
1910		0.752931
1920		0.752485
1930		0.752074
1940		0.751638
1950		0.751187
1960		0.750742
1970		0.750328
1980		0.749925
1990		0.749544
2000		0.749147
2010		0.748670
2020		0.748212
