k		corr_k
0		1.000000
10		0.995527
20		0.991418
30		0.987363
40		0.983406
50		0.979625
60		0.975859
70		0.972176
80		0.968659
90		0.965189
100		0.961833
110		0.958558
120		0.955431
130		0.952403
140		0.949412
150		0.946525
160		0.943730
170		0.940992
180		0.938297
190		0.935720
200		0.933190
210		0.930767
220		0.928438
230		0.926168
240		0.923952
250		0.921795
260		0.919738
270		0.917658
280		0.915710
290		0.913837
300		0.912002
310		0.910227
320		0.908469
330		0.906767
340		0.905075
350		0.903458
360		0.901792
370		0.900229
380		0.898602
390		0.897069
400		0.895556
410		0.894104
420		0.892690
430		0.891317
440		0.889940
450		0.888576
460		0.887257
470		0.885933
480		0.884706
490		0.883471
500		0.882315
510		0.881148
520		0.880063
530		0.879025
540		0.877967
550		0.876960
560		0.876033
570		0.875162
580		0.874255
590		0.873452
600		0.872628
610		0.871826
620		0.871084
630		0.870367
640		0.869630
650		0.868820
660		0.868021
670		0.867237
680		0.866414
690		0.865592
700		0.864757
710		0.863922
720		0.863115
730		0.862288
740		0.861434
750		0.860585
760		0.859701
770		0.858918
780		0.858143
790		0.857455
800		0.856778
810		0.856156
820		0.855507
830		0.854890
840		0.854288
850		0.853741
860		0.853153
870		0.852584
880		0.852063
890		0.851557
900		0.851098
910		0.850728
920		0.850392
930		0.850064
940		0.849727
950		0.849407
960		0.849077
970		0.848755
980		0.848433
990		0.848118
1000		0.847778
1010		0.847453
1020		0.847158
1030		0.846915
1040		0.846641
1050		0.846395
1060		0.846179
1070		0.845977
1080		0.845845
1090		0.845712
1100		0.845559
1110		0.845423
1120		0.845257
1130		0.845118
1140		0.844994
1150		0.844859
1160		0.844671
1170		0.844514
1180		0.844336
1190		0.844180
1200		0.843992
1210		0.843819
1220		0.843605
1230		0.843414
1240		0.843283
1250		0.843133
1260		0.842990
1270		0.842803
1280		0.842633
1290		0.842495
1300		0.842378
1310		0.842236
1320		0.842036
1330		0.841840
1340		0.841606
1350		0.841350
1360		0.841058
1370		0.840812
1380		0.840594
1390		0.840407
1400		0.840236
1410		0.839977
1420		0.839772
1430		0.839560
1440		0.839319
1450		0.839121
1460		0.838890
1470		0.838618
1480		0.838309
1490		0.837989
1500		0.837703
1510		0.837389
1520		0.837103
1530		0.836843
1540		0.836658
1550		0.836418
1560		0.836217
1570		0.836028
1580		0.835741
1590		0.835505
1600		0.835276
1610		0.835078
1620		0.834839
1630		0.834582
1640		0.834316
1650		0.834100
1660		0.833905
1670		0.833712
1680		0.833522
1690		0.833356
1700		0.833273
1710		0.833168
1720		0.833036
1730		0.832939
1740		0.832843
1750		0.832788
1760		0.832696
1770		0.832680
1780		0.832674
1790		0.832649
1800		0.832620
1810		0.832534
1820		0.832436
1830		0.832296
1840		0.832166
1850		0.831941
1860		0.831776
1870		0.831628
1880		0.831489
1890		0.831404
1900		0.831239
1910		0.831081
1920		0.830957
1930		0.830768
1940		0.830594
1950		0.830453
1960		0.830304
1970		0.830199
1980		0.830101
1990		0.830024
2000		0.829935
2010		0.829819
2020		0.829696
2030		0.829618
2040		0.829501
2050		0.829412
2060		0.829336
2070		0.829296
2080		0.829220
2090		0.829114
2100		0.828992
2110		0.828927
2120		0.828816
2130		0.828738
2140		0.828607
2150		0.828503
2160		0.828414
2170		0.828309
2180		0.828203
2190		0.828083
2200		0.827973
2210		0.827854
2220		0.827741
2230		0.827670
2240		0.827616
2250		0.827545
2260		0.827463
2270		0.827364
2280		0.827290
2290		0.827254
2300		0.827247
2310		0.827216
2320		0.827100
2330		0.826967
2340		0.826858
2350		0.826798
2360		0.826720
2370		0.826630
2380		0.826590
2390		0.826530
2400		0.826472
2410		0.826419
2420		0.826310
2430		0.826144
2440		0.826012
2450		0.825770
2460		0.825482
2470		0.825173
2480		0.824850
2490		0.824480
2500		0.824150
2510		0.823836
2520		0.823535
2530		0.823241
2540		0.822953
2550		0.822670
2560		0.822444
2570		0.822211
2580		0.822057
2590		0.821830
2600		0.821649
2610		0.821453
2620		0.821238
2630		0.820986
2640		0.820775
2650		0.820533
2660		0.820298
2670		0.820077
2680		0.819881
2690		0.819719
2700		0.819530
2710		0.819347
2720		0.819117
2730		0.818925
2740		0.818712
2750		0.818495
2760		0.818302
2770		0.818089
2780		0.817832
2790		0.817633
2800		0.817471
2810		0.817281
2820		0.817169
2830		0.816977
2840		0.816785
2850		0.816576
2860		0.816413
2870		0.816224
2880		0.816043
2890		0.815850
2900		0.815669
2910		0.815492
2920		0.815329
2930		0.815166
2940		0.815027
2950		0.814903
2960		0.814770
2970		0.814665
2980		0.814502
2990		0.814337
3000		0.814158
3010		0.813985
3020		0.813802
3030		0.813630
3040		0.813527
3050		0.813400
3060		0.813283
3070		0.813154
3080		0.813002
3090		0.812862
3100		0.812780
3110		0.812672
3120		0.812508
3130		0.812342
3140		0.812172
3150		0.811943
3160		0.811756
3170		0.811670
3180		0.811579
3190		0.811513
3200		0.811489
3210		0.811496
3220		0.811509
3230		0.811591
3240		0.811626
3250		0.811581
