T	<m>	d<m>	suscep
5.00000	-0.00097	0.02808	165.30429
4.75500	0.00043	0.02877	182.55698
4.51000	-0.00242	0.02805	182.88733
4.26500	-0.00227	0.02644	171.90172
4.02000	-0.00047	0.02417	152.39046
3.77500	0.00130	0.02804	218.35831
3.53000	-0.00193	0.02513	187.60127
3.28500	-0.00103	0.02543	206.37387
3.04000	-0.00144	0.02456	208.11798
2.79500	0.00026	0.02358	208.67049
2.55000	0.00054	0.02129	186.38815
2.30500	-0.00032	0.01972	176.85600
2.06000	0.00123	0.01499	114.31193
1.81500	0.00088	0.00917	48.54398
1.57000	0.00016	0.00574	21.98462
1.32500	-0.00016	0.00330	8.64229
1.08000	0.00002	0.00162	2.55206
0.83500	-0.00001	0.00049	0.30351
0.59000	0.00000	0.00000	0.00000
0.34500	0.00000	0.00000	0.00000
