T	<m>	d<m>	suscep
5.00000	-0.00098	0.02853	170.73579
4.75500	0.00175	0.02607	149.93130
4.51000	0.00121	0.02830	186.22195
4.26500	0.00000	0.02721	182.06499
4.02000	0.00058	0.02784	202.15977
3.77500	-0.00021	0.02617	190.29782
3.53000	-0.00085	0.02677	212.84598
3.28500	-0.00103	0.02528	204.03786
3.04000	-0.00201	0.02474	211.03394
2.79500	0.00084	0.02321	202.01996
2.55000	0.00007	0.02268	211.48349
2.30500	0.00137	0.01968	176.27692
2.06000	-0.00034	0.01402	99.98441
1.81500	0.00062	0.00886	45.33847
1.57000	-0.00022	0.00601	24.12091
1.32500	0.00007	0.00326	8.38621
1.08000	-0.00008	0.00150	2.19845
0.83500	0.00004	0.00054	0.37026
0.59000	0.00000	0.00000	0.00000
0.34500	0.00000	0.00000	0.00000
