T	<m>	d<m>	suscep
5.00000	0.00108	0.02761	159.91953
4.75500	-0.00102	0.02817	175.00128
4.51000	0.00204	0.02866	190.91028
4.26500	0.00028	0.02812	194.37941
4.02000	-0.00102	0.02584	174.20062
3.77500	0.00191	0.02607	188.81685
3.53000	-0.00252	0.02508	186.86072
3.28500	0.00090	0.02554	208.18570
3.04000	0.00126	0.02436	204.75134
2.79500	-0.00045	0.02320	201.86465
2.55000	0.00072	0.02172	193.96449
2.30500	0.00053	0.01969	176.40454
2.06000	0.00004	0.01501	114.67744
1.81500	-0.00095	0.00926	49.51315
1.57000	0.00002	0.00597	23.83091
1.32500	0.00013	0.00319	8.04974
1.08000	-0.00002	0.00181	3.18054
0.83500	0.00000	0.00052	0.33308
0.59000	0.00000	0.00000	0.00000
0.34500	0.00000	0.00000	0.00000
