T	<m>	d<m>	suscep
5.00000	-0.00158	0.22304	2.54689
4.75500	-0.00107	0.21472	2.48228
4.51000	0.00046	0.21437	2.60858
4.26500	0.00112	0.21073	2.66566
4.02000	0.00008	0.20603	2.70325
3.77500	-0.00070	0.20051	2.72652
3.53000	-0.00034	0.19564	2.77581
3.28500	0.00164	0.18425	2.64563
3.04000	0.00198	0.17422	2.55630
2.79500	-0.00041	0.16004	2.34603
2.55000	-0.00024	0.14470	2.10196
2.30500	0.00006	0.12189	1.64995
2.06000	0.00020	0.09646	1.15641
1.81500	-0.00024	0.07205	0.73224
1.57000	-0.00028	0.04665	0.35480
1.32500	0.00002	0.02723	0.14326
1.08000	0.00004	0.01237	0.03627
0.83500	0.00000	0.00400	0.00491
0.59000	-0.00000	0.00071	0.00022
0.34500	0.00000	0.00000	0.00000
