T	<m>	d<m>	suscep
5.00000	-0.00054	0.22210	2.52558
4.75500	-0.00140	0.21755	2.54802
4.51000	-0.00017	0.21520	2.62885
4.26500	-0.00142	0.21158	2.68719
4.02000	-0.00161	0.20449	2.66316
3.77500	0.00060	0.20044	2.72460
3.53000	-0.00154	0.19465	2.74787
3.28500	-0.00188	0.18440	2.64997
3.04000	0.00160	0.17581	2.60261
2.79500	-0.00106	0.16075	2.36682
2.55000	0.00036	0.14598	2.13929
2.30500	0.00111	0.12392	1.70562
2.06000	-0.00013	0.09826	1.19978
1.81500	0.00053	0.07265	0.74441
1.57000	0.00024	0.04791	0.37429
1.32500	0.00020	0.02715	0.14239
1.08000	0.00001	0.01261	0.03769
0.83500	0.00001	0.00400	0.00491
0.59000	0.00000	0.00071	0.00022
0.34500	0.00000	0.00000	0.00000
