T	<m>	d<m>	suscep
5.00000	-0.00021	0.21965	2.47012
4.75500	0.00016	0.21882	2.57790
4.51000	0.00116	0.21425	2.60548
4.26500	-0.00076	0.21142	2.68289
4.02000	0.00258	0.20668	2.72012
3.77500	0.00035	0.20104	2.74082
3.53000	-0.00042	0.19400	2.72954
3.28500	-0.00142	0.18410	2.64151
3.04000	0.00001	0.17498	2.57840
2.79500	-0.00065	0.16055	2.36102
2.55000	0.00087	0.14453	2.09707
2.30500	0.00017	0.12243	1.66466
2.06000	0.00067	0.09904	1.21893
1.81500	0.00018	0.07240	0.73936
1.57000	-0.00011	0.04758	0.36916
1.32500	0.00022	0.02737	0.14470
1.08000	-0.00003	0.01241	0.03650
0.83500	0.00005	0.00490	0.00736
0.59000	0.00000	0.00000	0.00000
0.34500	0.00000	0.00000	0.00000
