k		corr_k
0		1.000000
100		0.671259
200		0.446867
300		0.296065
400		0.189965
500		0.121450
600		0.078087
700		0.049745
800		0.029180
900		0.017619
1000		0.016683
1100		0.027015
1200		0.026702
1300		0.027528
1400		0.026289
1500		0.024673
1600		0.013849
1700		0.002927
1800		-0.010853
1900		-0.011269
2000		-0.003161
2100		0.006857
2200		0.005506
2300		-0.001103
2400		-0.002314
2500		0.002122
2600		0.001130
2700		-0.003403
2800		-0.009102
2900		-0.016259
3000		-0.022300
3100		-0.023019
3200		-0.017995
3300		-0.014380
3400		-0.006707
3500		-0.002890
3600		0.000320
3700		0.003225
3800		0.006759
3900		0.017070
4000		0.017934
4100		0.014727
4200		0.007670
4300		-0.010595
4400		-0.025995
4500		-0.031021
4600		-0.034636
4700		-0.031634
4800		-0.029219
4900		-0.023864
5000		-0.012755
5100		0.005297
5200		0.017683
5300		0.029305
5400		0.031332
5500		0.034315
5600		0.033037
5700		0.025435
5800		0.018391
5900		0.014465
6000		0.013798
6100		0.015999
6200		0.022143
6300		0.013899
6400		0.013248
6500		0.011292
6600		0.012683
6700		0.016438
6800		0.015593
6900		0.009787
7000		0.002531
7100		-0.007448
7200		-0.014738
7300		-0.011535
7400		-0.002600
7500		0.006053
7600		0.005652
7700		0.000809
7800		-0.000791
7900		0.001303
8000		0.002766
8100		0.007067
8200		0.005950
8300		0.008686
8400		0.000544
8500		-0.009739
8600		-0.014612
8700		-0.016675
8800		-0.020146
8900		-0.023480
9000		-0.017370
9100		-0.010185
9200		-0.004526
9300		0.003918
9400		0.005195
9500		0.003856
9600		0.007085
9700		0.003519
9800		0.000719
9900		0.003653
10000		0.001841
10100		-0.000137
10200		-0.004812
10300		-0.002179
10400		0.009527
10500		0.018918
10600		0.020254
10700		0.019145
10800		0.012465
10900		0.005964
11000		0.003969
11100		-0.005955
11200		-0.014453
11300		-0.018330
11400		-0.017300
11500		-0.016061
11600		-0.011719
11700		-0.005149
11800		-0.001369
11900		-0.002703
12000		0.000053
12100		0.003718
12200		0.004838
12300		0.000989
12400		0.003222
12500		-0.003935
12600		-0.014442
12700		-0.018040
12800		-0.013263
12900		-0.004710
13000		0.003669
13100		0.010084
13200		0.008244
13300		0.009351
13400		0.007566
13500		0.006930
13600		0.007656
13700		0.010362
13800		0.011960
13900		0.017395
14000		0.021344
14100		0.024163
14200		0.023754
14300		0.025655
14400		0.031716
14500		0.030383
14600		0.031188
14700		0.021228
14800		0.008081
14900		-0.000927
15000		-0.004980
15100		-0.000084
15200		0.000522
15300		-0.007575
15400		-0.008095
15500		-0.002607
15600		-0.001254
15700		0.002388
15800		0.013534
15900		0.023305
16000		0.026010
16100		0.032083
16200		0.030651
16300		0.026260
16400		0.020909
16500		0.013793
16600		0.015209
16700		0.022586
16800		0.041407
16900		0.045808
17000		0.039827
17100		0.035152
17200		0.032096
17300		0.029265
17400		0.024208
17500		0.016460
17600		0.011939
17700		0.006859
17800		0.005022
17900		0.003154
18000		-0.000915
18100		-0.010392
18200		-0.018277
18300		-0.020007
18400		-0.019361
18500		-0.011557
18600		-0.005379
18700		-0.009811
18800		-0.007102
18900		-0.001187
19000		0.001094
19100		0.006103
19200		0.013793
19300		0.018595
19400		0.019447
19500		0.016058
19600		0.017043
19700		0.024304
19800		0.025984
19900		0.024074
20000		0.017240
20100		0.014933
20200		0.015894
20300		0.015359
20400		0.010692
20500		0.010425
20600		0.015992
20700		0.014422
20800		0.006893
20900		0.007711
21000		0.012875
21100		0.015168
21200		0.018014
21300		0.015865
21400		0.010368
21500		0.002649
21600		0.001591
21700		0.002787
21800		-0.002473
21900		-0.008905
22000		-0.007279
22100		-0.002754
22200		-0.000045
22300		-0.004038
22400		-0.003897
22500		-0.001755
22600		0.002366
22700		0.007537
22800		0.005781
22900		0.000505
23000		-0.002747
23100		0.002496
23200		-0.000958
23300		-0.005407
23400		-0.004700
23500		-0.007491
23600		-0.012300
23700		-0.013241
23800		-0.012776
23900		-0.018012
24000		-0.024508
24100		-0.027474
24200		-0.023106
24300		-0.022027
24400		-0.015680
24500		-0.015547
24600		-0.024814
24700		-0.033708
24800		-0.033749
24900		-0.027112
25000		-0.021636
25100		-0.021898
25200		-0.015431
25300		-0.015345
25400		-0.013527
25500		-0.015228
25600		-0.016133
25700		-0.014938
25800		-0.015078
25900		-0.016076
26000		-0.023566
26100		-0.030767
26200		-0.031155
26300		-0.022486
26400		-0.020488
26500		-0.018519
26600		-0.014379
26700		-0.012790
26800		-0.012022
26900		-0.005203
27000		-0.004994
27100		-0.010980
27200		-0.007455
27300		-0.009121
27400		-0.003915
27500		0.001606
27600		-0.000895
27700		0.003147
27800		0.009575
27900		0.017912
28000		0.018884
28100		0.018864
28200		0.015279
28300		0.009151
28400		0.001609
28500		-0.006735
28600		-0.008755
28700		-0.001530
28800		0.002819
28900		-0.001768
29000		-0.001814
29100		-0.005133
29200		-0.009478
29300		-0.014606
29400		-0.023981
29500		-0.020891
29600		-0.013259
29700		-0.005544
29800		-0.007660
29900		-0.014209
30000		-0.021375
30100		-0.031362
30200		-0.036172
30300		-0.039640
30400		-0.044496
30500		-0.043371
30600		-0.047347
30700		-0.045174
30800		-0.033480
30900		-0.030586
31000		-0.027753
31100		-0.024621
31200		-0.018744
31300		-0.010884
31400		-0.010242
31500		-0.009971
31600		-0.010521
31700		-0.010574
