k		corr_k
0		1.000000
100		0.204643
200		0.036600
300		0.007351
400		0.001240
500		-0.000923
600		0.011347
700		0.012761
800		-0.000075
900		0.002540
1000		-0.008182
1100		-0.009850
1200		-0.007558
1300		0.006845
1400		0.001320
1500		0.004408
1600		0.006592
1700		0.014815
1800		0.001756
1900		-0.009682
2000		-0.005498
2100		0.010465
2200		-0.001798
2300		-0.001752
2400		0.010564
2500		0.012863
2600		0.007081
2700		0.002575
2800		-0.005974
2900		-0.000973
3000		0.003228
3100		0.005772
3200		0.006058
3300		0.003886
3400		-0.003894
3500		0.000099
3600		0.003222
3700		0.004450
3800		0.002628
3900		0.005271
4000		0.010768
4100		-0.005197
4200		0.001973
4300		0.006323
4400		-0.003597
4500		0.003919
4600		0.009032
4700		0.000942
4800		-0.005997
4900		-0.012056
5000		-0.005926
5100		0.008879
5200		0.000322
5300		0.005569
5400		-0.001143
5500		-0.000989
5600		-0.002732
5700		0.002852
5800		0.005778
5900		0.000561
6000		-0.005377
6100		-0.001885
6200		0.004688
6300		0.014519
6400		0.005991
6500		-0.004508
6600		0.005796
6700		0.001605
6800		-0.001434
6900		-0.013778
7000		0.000684
7100		0.004427
7200		0.005321
7300		-0.002514
7400		-0.005458
7500		-0.000610
7600		0.000510
7700		-0.000254
7800		-0.000768
7900		-0.001594
8000		0.002584
8100		0.009598
8200		0.008653
8300		-0.000097
8400		0.008902
8500		0.003170
8600		0.000364
8700		-0.002120
8800		0.004819
8900		-0.000852
9000		-0.003922
9100		0.008280
9200		0.007879
9300		0.008754
9400		0.006286
9500		-0.008030
9600		0.002795
9700		0.004024
9800		-0.001801
9900		-0.002371
10000		0.001990
10100		0.003791
10200		-0.000055
10300		0.002894
10400		0.004389
10500		-0.003981
10600		-0.002609
10700		-0.001188
10800		0.000078
10900		0.010275
11000		-0.003400
11100		0.011856
11200		0.004399
11300		0.001445
11400		0.002678
11500		0.003971
11600		-0.002214
11700		-0.005688
11800		0.008597
11900		0.002219
12000		-0.008242
12100		-0.006505
12200		-0.006505
12300		-0.006206
12400		-0.005347
12500		-0.003716
12600		0.012245
12700		0.001930
12800		0.003400
12900		-0.000715
13000		-0.014610
13100		-0.023174
13200		-0.005128
13300		-0.009782
13400		-0.007090
