k		corr_k
0		1.000000
100		0.001718
200		-0.001147
300		0.000080
400		0.004302
500		-0.003695
600		-0.004222
700		-0.000970
800		-0.010564
900		0.007032
1000		-0.001704
1100		0.002566
1200		0.003598
1300		-0.001687
1400		0.000007
1500		-0.014219
1600		-0.002658
1700		0.003353
1800		0.001188
1900		-0.008466
2000		-0.001651
2100		0.001309
2200		0.000834
2300		-0.003517
2400		-0.002797
2500		0.000205
2600		-0.009808
2700		-0.002698
2800		0.005157
2900		-0.003253
3000		0.002129
3100		-0.000459
3200		0.001589
3300		0.001056
3400		0.002140
3500		-0.009394
3600		0.001719
3700		-0.000987
3800		-0.005979
3900		-0.003551
4000		-0.001882
4100		0.006093
4200		0.003548
4300		-0.000752
4400		-0.008506
4500		0.006189
4600		0.001135
4700		0.004038
4800		0.005637
4900		-0.001597
5000		-0.007203
5100		-0.004576
5200		-0.002774
5300		-0.006317
5400		0.003924
5500		0.002320
5600		-0.003600
5700		-0.000374
5800		-0.003872
5900		0.004049
6000		0.001322
6100		0.000955
6200		-0.002015
6300		-0.005001
6400		0.002382
6500		-0.002125
6600		0.004871
6700		-0.004633
6800		0.005784
6900		-0.002421
7000		0.000541
7100		-0.000931
7200		-0.000805
7300		0.000322
7400		0.004418
7500		0.004967
7600		0.001171
7700		0.001189
7800		-0.008506
7900		-0.002224
8000		-0.000335
8100		-0.003137
8200		0.001971
8300		-0.004749
8400		0.006255
8500		0.004024
8600		0.000480
8700		0.004184
8800		-0.001653
8900		-0.009142
9000		0.001118
9100		0.004135
9200		0.001697
9300		0.005408
9400		-0.001159
9500		-0.007654
9600		0.001770
9700		-0.000267
9800		0.002516
9900		-0.002391
10000		-0.007491
10100		-0.000220
10200		-0.006606
10300		-0.001932
10400		0.004544
10500		0.003227
10600		-0.007279
10700		0.001515
10800		0.000316
10900		0.007360
11000		0.000855
11100		-0.002923
11200		0.004086
11300		-0.001390
11400		0.001794
11500		-0.002020
11600		0.004269
11700		-0.003718
11800		-0.003075
11900		0.000394
12000		-0.001514
12100		-0.003284
12200		-0.007684
12300		-0.006086
12400		0.002740
12500		-0.003213
12600		-0.000039
12700		-0.007039
12800		0.000855
12900		-0.001326
13000		0.004305
13100		0.000551
13200		-0.009644
13300		-0.002161
13400		0.004783
13500		-0.003747
13600		-0.003757
13700		-0.004688
13800		-0.000841
13900		-0.006299
14000		-0.004355
14100		0.000295
14200		-0.001869
14300		-0.004450
14400		0.013986
14500		-0.000249
14600		-0.004337
14700		-0.005971
14800		-0.000169
14900		0.000218
15000		0.000497
15100		-0.003032
15200		-0.001361
15300		0.001390
15400		-0.001997
15500		0.002476
15600		-0.002014
15700		-0.000761
15800		-0.001468
15900		0.005307
16000		-0.001167
16100		0.001492
16200		-0.002304
16300		-0.000118
16400		0.000051
16500		0.005069
16600		0.003630
16700		-0.005345
16800		0.002480
16900		0.002752
17000		0.001741
17100		-0.003170
17200		0.004460
17300		0.000380
17400		0.000111
17500		-0.006315
17600		-0.006909
17700		0.001661
17800		-0.003981
17900		-0.006735
18000		0.004207
18100		-0.004778
18200		-0.003102
18300		0.004300
18400		-0.000684
18500		-0.000291
18600		0.003374
18700		0.003282
18800		-0.000423
18900		0.005362
19000		0.002456
19100		0.004685
19200		-0.001102
19300		-0.006024
19400		0.006334
19500		0.000362
19600		0.000613
19700		0.005817
19800		0.004283
19900		0.004016
20000		0.000463
20100		0.000020
20200		0.001191
